TRIP_CODE,TAXON_NAME,TAXON_GROUP,TAXON_GRP01,GENUS,SPECIES,SPCODE,COUNTS,SAMPVOL_L
MAI20141127,Nyctiphanes australis FV,NON-COPEPOD,Euphausiid,Nyctiphanes,australis,237863,4,3.39336
MAI20141208,Copepod damaged / unidentified,COPEPOD,Copepod,,,1080,15,14.478336
MAI20141208,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,104683,12,14.478336
YON20140717,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,363905,2,0.5881824
YON20140717,Nauplii harpacticoid,COPEPOD,Copepod,,,1102,1,0.2940912
YON20140717,Oithona plumifera f,COPEPOD,Copepod,Oithona,plumifera,106652,4,0.5881824
YON20140717,Parvocalanus crassirostris f,COPEPOD,Copepod,Parvocalanus,crassirostris,360051,31,0.5881824
YON20140717,Bivalve,NON-COPEPOD,Mollusc,,,105,7,0.2940912
YON20140717,Ostracod,NON-COPEPOD,Ostracod,,,1078,1,0.2940912
YON20140717,Polychaete larvae,NON-COPEPOD,Polychaete,,,883,2,0.5881824
YON20140717,Ditrichocorycaeus dahli m,COPEPOD,Copepod,Ditrichocorycaeus,dahli,764980,1,0.2940912
PHB20140824,Polychaete larvae,NON-COPEPOD,Polychaete,,,883,28,2.26224
PHB20140824,Candacia spp. j,COPEPOD,Copepod,Candacia,spp.,104157,3,1.13112
PHB20140824,Microsetella norvegica f,COPEPOD,Copepod,Microsetella,norvegica,116115,1,1.13112
PHB20140824,Fritillaria pellucida,NON-COPEPOD,Appendicularian,Fritillaria,pellucida,103386,1,1.13112
NSI20141223,Macrosetella gracilis f,COPEPOD,Copepod,Macrosetella,gracilis,116382,4,0.622116
NSI20141223,Oithona plumifera f,COPEPOD,Copepod,Oithona,plumifera,106652,7,0.622116
NSI20141223,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,128690,34,0.622116
NSI20141223,Paracalanus aculeatus m,COPEPOD,Copepod,Paracalanus,aculeatus,104681,1,0.622116
NSI20141223,Parvocalanus crassirostris f,COPEPOD,Copepod,Parvocalanus,crassirostris,360051,2,0.622116
NSI20141223,Medusa,NON-COPEPOD,Cnidarian,,,135220,1,0.622116
NSI20141223,Prosobranch,NON-COPEPOD,Mollusc,,,102,6,0.622116
NSI20141223,Siphonophore / nectophore,NON-COPEPOD,Cnidarian,,,1371,1,0.622116
MAI20141208,Oncaea mediterranea broad f,COPEPOD,Copepod,Oncaea,mediterranea broad,128939,2,9.04896
MAI20141208,Temora turbinata f,COPEPOD,Copepod,Temora,turbinata,104880,1,4.52448
MAI20141208,Bivalve,NON-COPEPOD,Mollusc,,,105,3,9.04896
MAI20141208,Obelia spp.,NON-COPEPOD,Cnidarian,Obelia,spp.,117034,10,13.57344
ROT20140902,Calanoid j,COPEPOD,Copepod,,,1100,155,0.509004
ROT20140902,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,116162,5,0.509004
NSI20150119,Centropages furcatus m,COPEPOD,Copepod,Centropages,furcatus,104495,1,0.622116
NSI20150119,Oncaea spp. m,COPEPOD,Copepod,Oncaea,spp.,128690,16,1.244232
NSI20150119,Oncaea venusta medium hump f,COPEPOD,Copepod,Oncaea,venusta medium hump,128954,3,0.622116
NSI20150119,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,104681,2,0.622116
MAI20141208,Chaetognatha,NON-COPEPOD,Chaetognath,,,2081,1,4.52448
NSI20150119,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,104683,2,0.622116
PHB20140911,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,104504,1,1.1084976
PHB20140911,Clytemnestra scutellata f,COPEPOD,Copepod,Clytemnestra,scutellata,115805,1,1.1084976
PHB20140911,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,2,2.2169952
ROT20140902,Barnacle nauplii,NON-COPEPOD,Cirripedia,,,1082,4,0.509004
ROT20140902,Bryozoan (Cyphonaute larvae),NON-COPEPOD,Bryozoan,,,146142,42,0.509004
ROT20140902,Chaetognatha,NON-COPEPOD,Chaetognath,,,2081,4,0.509004
ROT20140902,Codonella galea,NON-COPEPOD,Ciliophora,Codonella,galea,417136,1,0.509004
DAR20140906_0030,Acartia (Odontacartia) pacifica f,COPEPOD,Copepod,Acartia (Odontacartia),pacifica,346059,1,0.2714688
DAR20140906_0030,Corycaeidae j,COPEPOD,Copepod,,,128569,10,0.2714688
DAR20140906_0030,Foraminifera,NON-COPEPOD,Foraminifera,,,1410,5,0.2714688
DAR20140906_0030,Tintinnopsis radix,NON-COPEPOD,Ciliophora,Tintinnopsis,radix,235757,8,0.2714688
NSI20150119,Calanoid j,COPEPOD,Copepod,,,1100,63,0.622116
NSI20150119,Calocalanus spp. j,COPEPOD,Copepod,Calocalanus,spp.,104193,1,0.622116
NSI20150119,Nauplii calanoid,COPEPOD,Copepod,,,1100,40,0.622116
NSI20150119,Onychocorycaeus latus f,COPEPOD,Copepod,Onychocorycaeus,latus,128818,1,0.622116
NSI20150119,Flaccisagitta enflata,NON-COPEPOD,Chaetognath,Flaccisagitta,enflata,105434,1,0.622116
NSI20150119,Fritillaria pellucida,NON-COPEPOD,Appendicularian,Fritillaria,pellucida,103386,6,0.622116
NSI20150119,Prosobranch,NON-COPEPOD,Mollusc,,,102,2,0.622116
PHB20140911,Nauplii harpacticoid,COPEPOD,Copepod,,,1102,5,1.1084976
PHB20140911,Oithona atlantica f,COPEPOD,Copepod,Oithona,atlantica,106642,4,1.1084976
PHB20140911,Triconia conifera complex f,COPEPOD,Copepod,Triconia,conifera complex,128957,1,1.1084976
NSI20150119,Siphonophore / nectophore,NON-COPEPOD,Cnidarian,,,1371,1,0.622116
PHB20100218,Centropages elegans f,COPEPOD,Copepod,Centropages,elegans,346255,1,0.56556
PHB20100218,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,5,1.69668
YON20140910,Calanoid j,COPEPOD,Copepod,,,1100,73,0.2940912
YON20140910,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,1,0.2940912
YON20140910,Nauplii harpacticoid,COPEPOD,Copepod,,,1102,1,0.2940912
NSI20150119,Travisiopsis spp.,NON-COPEPOD,Polychaete,Travisiopsis,spp.,129721,1,0.622116
YON20140910,Undinula vulgaris m,COPEPOD,Copepod,Undinula,vulgaris,104473,1,0.2940912
YON20140910,Bivalve,NON-COPEPOD,Mollusc,,,105,6,0.2940912
YON20140910,Chaetognatha,NON-COPEPOD,Chaetognath,,,2081,6,0.2940912
YON20140910,Isopod j,NON-COPEPOD,Isopod,,,1131,1,0.2940912
ROT20140919,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,116162,7,0.763506
ROT20140919,Oithona plumifera f,COPEPOD,Copepod,Oithona,plumifera,106652,1,0.254502
ROT20140919,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,128690,4,0.763506
YON20140910,Oncaea scottodicarloi f,COPEPOD,Copepod,Oncaea,scottodicarloi,128950,1,1.470456
ROT20140919,Temora spp. j,COPEPOD,Copepod,Temora,spp.,104241,7,0.763506
ROT20140919,Cypridina spp.,NON-COPEPOD,Ostracod,Cypridina,spp.,127520,1,0.254502
ROT20140919,Calocalanus spp. f,COPEPOD,Copepod,Calocalanus,spp.,104193,1,0.509004
ROT20140919,Calocalanus spp. j,COPEPOD,Copepod,Calocalanus,spp.,104193,1,0.509004
ROT20140919,Ditrichocorycaeus lubbocki f,COPEPOD,Copepod,Ditrichocorycaeus,lubbocki,128807,1,0.509004
ROT20140919,Microsetella norvegica m,COPEPOD,Copepod,Microsetella,norvegica,116115,1,0.509004
ROT20140919,Amphipod j,NON-COPEPOD,Amphipod,,,1135,1,0.509004
ROT20140919,Decapod larvae,NON-COPEPOD,Decapod,,,1130,4,0.509004
PHB20150330,Calanoid j,COPEPOD,Copepod,,,1100,81,1.13112
PHB20150330,Corycaeidae j,COPEPOD,Copepod,,,128569,3,1.13112
PHB20150330,Farranula rostrata f,COPEPOD,Copepod,Farranula,rostrata,128814,1,1.13112
ROT20150128,Calocalanus spp. j,COPEPOD,Copepod,Calocalanus,spp.,104193,1,0.509004
ROT20150128,Microsetella spp. j,COPEPOD,Copepod,Microsetella,spp.,115341,1,0.509004
ROT20150128,Nauplii calanoid,COPEPOD,Copepod,,,1100,26,1.018008
ROT20150128,Oikopleuridae,NON-COPEPOD,Appendicularian,,,103356,70,1.018008
PHB20150121,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,104108,1,1.13112
PHB20150121,Clausocalanus farrani/jobei f (1.00mm>x<1.2mm),COPEPOD,Copepod,Clausocalanus,farrani/jobei,104504,5,1.13112
PHB20150121,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,104504,2,1.69668
PHB20150121,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,2,1.13112
YON20141209,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,104108,1,0.2940912
YON20141209,Oithona attenuata typical f,COPEPOD,Copepod,Oithona,attenuata typical,220944,4,1.0293192
YON20141209,Parvocalanus crassirostris m,COPEPOD,Copepod,Parvocalanus,crassirostris,360051,2,1.0293192
PHB20150121,Oithona spp. j,COPEPOD,Copepod,Oithona,spp.,106485,27,1.13112
PHB20150121,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,128690,10,1.13112
PHB20150121,Doliolum nationalis,NON-COPEPOD,Thaliacean,Doliolum,nationalis,137247,12,1.13112
PHB20150121,Leptothecata,NON-COPEPOD,Cnidarian,,,13552,1,1.13112
PHB20150330,Microsetella spp. j,COPEPOD,Copepod,Microsetella,spp.,115341,8,1.13112
PHB20150330,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,106485,7,1.13112
PHB20150121,Obelia spp.,NON-COPEPOD,Cnidarian,Obelia,spp.,117034,1,1.13112
PHB20150330,Oncaea spp. m 0.4<>0.7mm,COPEPOD,Copepod,Oncaea,spp.,128690,6,1.13112
ROT20150319,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,104108,13,1.018008
ROT20150319,Calocalanus pavo f,COPEPOD,Copepod,Calocalanus,pavo,104669,2,1.018008
YON20150224,Acartia (Odontacartia) pacifica f,COPEPOD,Copepod,Acartia (Odontacartia),pacifica,346059,1,0.2940912
YON20150224,Ditrichocorycaeus dahli f,COPEPOD,Copepod,Ditrichocorycaeus,dahli,764980,2,0.2940912
YON20150224,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,116162,7,0.2940912
YON20150224,Microsetella rosea m,COPEPOD,Copepod,Microsetella,rosea,116116,1,0.2940912
YON20150224,Nauplii harpacticoid,COPEPOD,Copepod,,,1102,2,0.2940912
YON20150224,Oithona attenuata typical f,COPEPOD,Copepod,Oithona,attenuata typical,220944,2,0.2940912
YON20150224,Barnacle nauplii,NON-COPEPOD,Cirripedia,,,1082,2,0.2940912
YON20150224,Fritillariidae,NON-COPEPOD,Appendicularian,,,103354,22,0.2940912
ROT20150319,Macrosetella gracilis f,COPEPOD,Copepod,Macrosetella,gracilis,116382,1,1.018008
ROT20150319,Macrosetella gracilis m,COPEPOD,Copepod,Macrosetella,gracilis,116382,1,1.018008
ROT20150319,Microsetella norvegica f,COPEPOD,Copepod,Microsetella,norvegica,116115,8,1.018008
ROT20150319,Oithona spp. j,COPEPOD,Copepod,Oithona,spp.,106485,79,1.018008
ROT20150319,Oncaea spp. m 0.4<>0.7mm,COPEPOD,Copepod,Oncaea,spp.,128690,3,1.018008
PHB20150330,Caridea zoea,NON-COPEPOD,Decapod,,,106674,1,1.13112
ROT20150319,Mesosagitta minima,NON-COPEPOD,Chaetognath,Mesosagitta,minima,105437,3,1.018008
PHB20150330,Chaetognatha,NON-COPEPOD,Chaetognath,,,2081,1,1.13112
MAI20150421,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,128690,1,0.791784
MAI20150421,Chaetognatha,NON-COPEPOD,Chaetognath,,,2081,4,0.791784
MAI20150421,Doliolum oozoid spp.,NON-COPEPOD,Thaliacean,Doliolum,spp.,137222,1,0.791784
MAI20150421,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,346042,58,0.791784
MAI20150421,Calanus australis f,COPEPOD,Copepod,Calanus,australis,345760,4,0.791784
MAI20150421,Clausocalanus furcatus m,COPEPOD,Copepod,Clausocalanus,furcatus,104503,6,0.791784
PHB20150330,Fritillariidae,NON-COPEPOD,Appendicularian,,,103354,3,1.13112
PHB20150330,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,138122,4,1.13112
MAI20150312,Mesocalanus tenuicornis f,COPEPOD,Copepod,Mesocalanus,tenuicornis,104468,6,5.93838
MAI20150312,Bivalve,NON-COPEPOD,Mollusc,,,105,4,5.09004
MAI20150312,Leptomedusae,NON-COPEPOD,Cnidarian,,,13552,7,5.09004
MAI20150526,Bivalve,NON-COPEPOD,Mollusc,,,105,2,2.54502
MAI20150723,Copepod damaged / unidentified,COPEPOD,Copepod,,,1080,1,1.69668
PHB20150518,Calanoid j,COPEPOD,Copepod,,,1100,118,1.13112
YON20150601,Microsetella norvegica f,COPEPOD,Copepod,Microsetella,norvegica,116115,1,0.2940912
YON20150601,Oithona spp. small m,COPEPOD,Copepod,Oithona,spp.,106485,4,1.0293192
PHB20150518,Clausocalanus paululus f,COPEPOD,Copepod,Clausocalanus,paululus,104508,1,1.13112
PHB20150518,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,3,1.13112
PHB20150518,Macrosetella gracilis f,COPEPOD,Copepod,Macrosetella,gracilis,116382,2,1.13112
PHB20150518,Macrosetella gracilis j,COPEPOD,Copepod,Macrosetella,gracilis,116382,1,1.13112
PHB20150518,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,6,1.13112
PHB20150518,Oithona spp. j,COPEPOD,Copepod,Oithona,spp.,106485,58,1.13112
PHB20150518,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,104683,2,1.13112
PHB20150518,Spinoncaea spp. f,COPEPOD,Copepod,Spinoncaea,spp.,348050,1,1.13112
PHB20150518,Gastropod,NON-COPEPOD,Mollusc,,,101,2,1.13112
PHB20150518,Globigerinidae,NON-COPEPOD,Foraminifera,,,111929,4,1.13112
PHB20150518,Mesosagitta minima,NON-COPEPOD,Chaetognath,Mesosagitta,minima,105437,2,1.13112
PHB20150518,Oikopleuridae,NON-COPEPOD,Appendicularian,,,103356,6,1.13112
PHB20150518,Siphonophore / nectophore,NON-COPEPOD,Cnidarian,,,1371,1,1.13112
YON20150601,Gebiidea zoea,NON-COPEPOD,Decapod,,,477323,1,0.735228
YON20150601,Isopod,NON-COPEPOD,Isopod,,,1131,1,0.735228
YON20150601,Pilidium larvae,NON-COPEPOD,Nemertean,,,557238,1,0.735228
KAI20150629,Mecynocera clausi f,COPEPOD,Copepod,Mecynocera,clausi,104616,1,2.8278
KAI20150629,Microsetella norvegica f,COPEPOD,Copepod,Microsetella,norvegica,116115,22,2.8278
KAI20150629,Microsetella rosea m,COPEPOD,Copepod,Microsetella,rosea,116116,6,2.8278
KAI20150629,Oithona attenuata typical f,COPEPOD,Copepod,Oithona,attenuata typical,220944,14,2.8278
KAI20150629,Oithona spp. small m,COPEPOD,Copepod,Oithona,spp.,106485,11,2.8278
KAI20150629,Oncaea media f,COPEPOD,Copepod,Oncaea,media,128938,4,2.8278
KAI20150629,Oncaea mediterranea complex f,COPEPOD,Copepod,Oncaea,mediterranea complex,128939,1,2.8278
KAI20150629,Cyttarocylis ampulla,NON-COPEPOD,Ciliophora,Cyttarocylis,ampulla,723504,1,2.8278
KAI20150629,Cyttarocylis ampulla f. cassis,NON-COPEPOD,Ciliophora,Cyttarocylis,ampulla f. cassis,736284,2,2.8278
KAI20150629,Fritillariidae,NON-COPEPOD,Appendicularian,,,103354,1,2.8278
PHB20150630,Calanoid j,COPEPOD,Copepod,,,1100,65,1.13112
PHB20150630,Oncaea spp. m 0.4<>0.7mm,COPEPOD,Copepod,Oncaea,spp.,128690,6,1.13112
PHB20150630,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,104681,3,1.13112
PHB20150630,Triconia spp. m,COPEPOD,Copepod,Triconia,spp.,128691,1,1.13112
PHB20150630,Chaetognatha,NON-COPEPOD,Chaetognath,,,2081,5,1.13112
PHB20150630,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,138122,1,1.13112
PHB20150630,Oikopleuridae,NON-COPEPOD,Appendicularian,,,103356,11,1.13112
PHB20150630,Polychaete larvae,NON-COPEPOD,Polychaete,,,883,3,1.13112
PHB20150723,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,116162,2,1.1084976
PHB20150723,Microsetella spp. j,COPEPOD,Copepod,Microsetella,spp.,115341,2,1.1084976
PHB20150723,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,4,1.1084976
PHB20150723,Oncaea spp. m 0.4<>0.7mm,COPEPOD,Copepod,Oncaea,spp.,128690,3,1.1084976
PHB20150723,Oncaea spp. m <0.4mm,COPEPOD,Copepod,Oncaea,spp.,128690,6,1.1084976
YON20150324,Calanoid j,COPEPOD,Copepod,,,1100,223,0.735228
YON20150324,Ditrichocorycaeus erythraeus m,COPEPOD,Copepod,Ditrichocorycaeus,erythraeus,764981,3,0.735228
YON20150324,Ditrichocorycaeus minimus f,COPEPOD,Copepod,Ditrichocorycaeus,minimus,128808,2,0.735228
YON20150324,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,116162,2,0.735228
YON20150324,Microsetella norvegica f,COPEPOD,Copepod,Microsetella,norvegica,116115,15,0.735228
YON20150324,Nauplii poecilostomatoida / cyclopoid,COPEPOD,Copepod,,,1103,16,0.735228
YON20150324,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,19,0.735228
ROT20141119,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,2,0.509004
ROT20141119,Oithona attenuata f,COPEPOD,Copepod,Oithona,attenuata,220944,3,1.018008
ROT20141119,Nauplii harpacticoid,COPEPOD,Copepod,,,1102,4,0.509004
ROT20141119,Temora spp. j,COPEPOD,Copepod,Temora,spp.,104241,5,0.509004
ROT20141119,Amphipod,NON-COPEPOD,Amphipod,,,1135,3,0.509004
ROT20141119,Bivalve,NON-COPEPOD,Mollusc,,,105,7,0.509004
ROT20141119,Euphausiid furcilia larvae,NON-COPEPOD,Euphausiid,,,110671,1,0.509004
YON20150324,Onychocorycaeus giesbrechti m,COPEPOD,Copepod,Onychocorycaeus,giesbrechti,128817,1,0.735228
DAR20150316,Bestiolina similis m,COPEPOD,Copepod,Bestiolina,similis,346152,1,0.452448
DAR20150316,Eucalanidae j,COPEPOD,Copepod,,,104085,2,0.452448
DAR20150316,Nauplii harpacticoid,COPEPOD,Copepod,,,1102,1,0.452448
DAR20150316,Oithona spp. j,COPEPOD,Copepod,Oithona,spp.,106485,102,0.452448
KAI20141201,Calanoid j,COPEPOD,Copepod,,,1100,190,1.13112
KAI20141201,Corycaeidae j,COPEPOD,Copepod,,,128569,3,1.13112
KAI20141201,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,128690,8,1.13112
KAI20141201,Cavoliniidae shell,NON-COPEPOD,Mollusc,,,23000,5,1.13112
KAI20141201,Doliolum nationalis,NON-COPEPOD,Thaliacean,Doliolum,nationalis,137247,1,1.13112
KAI20141201,Fish larvae,NON-COPEPOD,Fish,,,11676,1,1.13112
KAI20141201,Pseudevadne tergestina,NON-COPEPOD,Cladoceran,Pseudevadne,tergestina,106278,1,1.13112
YON20150324,Flaccisagitta enflata,NON-COPEPOD,Chaetognath,Flaccisagitta,enflata,105434,6,0.735228
KAI20150408,Candacia spp. j,COPEPOD,Copepod,Candacia,spp.,104157,1,5.6556
KAI20150408,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,104504,2,5.6556
KAI20150408,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,1,5.6556
KAI20150408,Microsetella spp. j,COPEPOD,Copepod,Microsetella,spp.,115341,11,5.6556
KAI20150408,Oithona spp. small m,COPEPOD,Copepod,Oithona,spp.,106485,3,5.6556
KAI20150408,Oncaea venusta medium f,COPEPOD,Copepod,Oncaea,venusta medium,128954,5,5.6556
YON20150430,Ditrichocorycaeus andrewsi f,COPEPOD,Copepod,Ditrichocorycaeus,andrewsi,128804,2,0.2940912
YON20150430,Ditrichocorycaeus erythraeus m,COPEPOD,Copepod,Ditrichocorycaeus,erythraeus,764981,1,0.2940912
YON20150430,Microsetella norvegica m,COPEPOD,Copepod,Microsetella,norvegica,116115,6,1.7645472
YON20150430,Barnacle nauplii,NON-COPEPOD,Cirripedia,,,1082,5,1.7645472
YON20150430,Bivalve,NON-COPEPOD,Mollusc,,,105,21,1.7645472
YON20150430,Brachyuran zoea,NON-COPEPOD,Decapod,,,106673,5,1.7645472
YON20150430,Chaetognatha,NON-COPEPOD,Chaetognath,,,2081,34,1.7645472
KAI20150408,Polychaete larvae,NON-COPEPOD,Polychaete,,,883,1,5.6556
YON20150430,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,138122,8,1.7645472
MAI20150526,Calocalanus styliremis f,COPEPOD,Copepod,Calocalanus,styliremis,104673,1,1.69668
MAI20150526,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,104503,6,1.69668
MAI20150526,Farranula rostrata f,COPEPOD,Copepod,Farranula,rostrata,128814,1,1.69668
MAI20150526,Oncaea spp. m 0.4<>0.7mm,COPEPOD,Copepod,Oncaea,spp.,128690,1,1.69668
MAI20150526,Pleuromamma gracilis m,COPEPOD,Copepod,Pleuromamma,gracilis,104639,1,1.69668
MAI20150526,Fritillaria pellucida,NON-COPEPOD,Appendicularian,Fritillaria,pellucida,103386,36,1.69668
MAI20150526,Ophiopluteus,NON-COPEPOD,Echinoderm,,,1806,1,1.69668
MAI20150811,Oncaea media f,COPEPOD,Copepod,Oncaea,media,128938,6,2.54502
MAI20150811,Cyttarocylis spp.,NON-COPEPOD,Ciliophora,Cyttarocylis,spp.,150205,2,2.54502
MAI20150811,Polychaete,NON-COPEPOD,Polychaete,,,883,2,1.69668
NSI20150512,Calocalanus spp. f,COPEPOD,Copepod,Calocalanus,spp.,104193,2,0.622116
NSI20150512,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,4,2.177406
DAR20150505,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,116162,7,0.509004
DAR20150505,Oithona attenuata f,COPEPOD,Copepod,Oithona,attenuata,220944,17,0.509004
DAR20150505,Oithona spp. small m,COPEPOD,Copepod,Oithona,spp.,106485,39,0.509004
DAR20150505,Foraminifera,NON-COPEPOD,Foraminifera,,,1410,232,0.509004
NSI20150512,Oncaea mediterranea complex f,COPEPOD,Copepod,Oncaea,mediterranea complex,128939,1,0.622116
MAI20150811,Calocalanus spp. f,COPEPOD,Copepod,Calocalanus,spp.,104193,2,0.84834
MAI20150811,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,104504,1,0.84834
DAR20150505,Tintinnopsis radix,NON-COPEPOD,Ciliophora,Tintinnopsis,radix,235757,2,0.509004
YON20160321,Eucalanidae j,COPEPOD,Copepod,,,104085,1,0.2940912
YON20160321,Nauplii poecilostomatoida / cyclopoid,COPEPOD,Copepod,,,1103,19,0.2940912
NSI20150512,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,104681,6,2.177406
NSI20150512,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,104683,1,0.622116
YON20160321,Oithona simplex f,COPEPOD,Copepod,Oithona,simplex,106657,5,0.2940912
YON20160321,Oithona spp. j,COPEPOD,Copepod,Oithona,spp.,106485,65,0.2940912
YON20160321,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,104681,1,0.2940912
YON20160321,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,104683,1,0.2940912
YON20160321,Undinula vulgaris m,COPEPOD,Copepod,Undinula,vulgaris,104473,1,0.2940912
YON20160321,Nauplii zooplankton,NON-COPEPOD,Other,,,1066,1,0.2940912
PHB20160502,Acartia (Odontacartia) pacifica f,COPEPOD,Copepod,Acartia (Odontacartia),pacifica,346059,1,1.13112
NSI20150624,Calanoid j,COPEPOD,Copepod,,,1100,230,1.244232
NSI20150624,Calocalanus spp. j,COPEPOD,Copepod,Calocalanus,spp.,104193,3,1.244232
NSI20150512,Acrocalanus spp. m,COPEPOD,Copepod,Acrocalanus,spp.,104192,1,1.55529
NSI20150512,Calocalanus plumulosus m,COPEPOD,Copepod,Calocalanus,plumulosus,211848,1,1.55529
NSI20150512,Canthocalanus pauper m,COPEPOD,Copepod,Canthocalanus,pauper,220834,1,1.55529
NSI20150512,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,116162,2,1.55529
NSI20150512,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,1,1.55529
NSI20150512,Oithona spp. small m,COPEPOD,Copepod,Oithona,spp.,106485,4,1.55529
NSI20150512,Oncaea spp. m >0.7mm,COPEPOD,Copepod,Oncaea,spp.,128690,1,1.55529
NSI20150512,Creseis spp.,NON-COPEPOD,Mollusc,Creseis,spp.,137752,6,1.55529
NSI20150512,Doliolum spp.,NON-COPEPOD,Thaliacean,Doliolum,spp.,137222,1,1.55529
NSI20150512,Fritillaria pellucida,NON-COPEPOD,Appendicularian,Fritillaria,pellucida,103386,1,1.55529
NSI20150624,Oithona simplex f,COPEPOD,Copepod,Oithona,simplex,106657,7,1.244232
NSI20150624,Oncaea clevei f,COPEPOD,Copepod,Oncaea,clevei,354022,8,1.244232
PHB20160502,Candacia spp. j,COPEPOD,Copepod,Candacia,spp.,104157,1,1.13112
PHB20160502,Temora discaudata m,COPEPOD,Copepod,Temora,discaudata,220898,1,1.13112
NSI20150624,Echinoderm larvae,NON-COPEPOD,Echinoderm,,,1806,1,0.622116
PHB20160502,Oikopleuridae,NON-COPEPOD,Appendicularian,,,103356,43,1.13112
PHB20160502,Polychaete larvae,NON-COPEPOD,Polychaete,,,883,6,1.13112
ROT20160413,Acrocalanus gibber f,COPEPOD,Copepod,Acrocalanus,gibber,104645,1,0.509004
ROT20160413,Farranula gibbula f,COPEPOD,Copepod,Farranula,gibbula,346477,1,0.509004
ROT20160413,Nauplii harpacticoid,COPEPOD,Copepod,,,1102,8,0.509004
ROT20160413,Oithona spp. small m,COPEPOD,Copepod,Oithona,spp.,106485,1,0.509004
ROT20160413,Doliolum spp.,NON-COPEPOD,Thaliacean,Doliolum,spp.,137222,13,0.509004
MAI20150312,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,104503,3,5.09004
MAI20150312,Euphausiid calyptope,NON-COPEPOD,Euphausiid,,,110671,3,4.2417
MAI20150312,Calycophoran,NON-COPEPOD,Cnidarian,,,135333,1,3.39336
NSI20150624,Farranula gibbula f,COPEPOD,Copepod,Farranula,gibbula,346477,1,0.622116
YON20150430,Eucalanidae j,COPEPOD,Copepod,,,104085,4,1.470456
NSI20150624,Oithona tenuis f,COPEPOD,Copepod,Oithona,tenuis,106658,1,0.622116
NSI20150624,Oncaea venusta medium no hump f,COPEPOD,Copepod,Oncaea,venusta medium no hump,128954,1,0.622116
